"stream","hs","par","lwr","mn","upr"
"Taylor",0,"mu",1.07075854628919,1.79681531877718,2.85498430036844
"Taylor",0,"z",0.549908530889957,0.660145624487546,0.744476158410601
"Taylor",0.01,"mu",1.12210314759393,1.86414986769965,2.94211194767549
"Taylor",0.01,"z",0.553238747666072,0.660668612884894,0.742973189020477
"Taylor",0.02,"mu",1.17293382909474,1.93295148254759,3.03751716308925
"Taylor",0.02,"z",0.55714821659256,0.661114711809003,0.741313082156307
"Taylor",0.03,"mu",1.22201087746884,2.00319777085229,3.12956048522619
"Taylor",0.03,"z",0.560417330416521,0.661484067671321,0.739722908378887
"Taylor",0.04,"mu",1.27821758483338,2.07486311015678,3.22603403197965
"Taylor",0.04,"z",0.563138609957379,0.661776802163601,0.73809463333299
"Taylor",0.05,"mu",1.33466212775649,2.14791858763281,3.31207504900117
"Taylor",0.05,"z",0.564758786142478,0.661993012033723,0.736712516396155
"Taylor",0.06,"mu",1.39146186725477,2.22233194666511,3.41228995284738
"Taylor",0.06,"z",0.566783603783172,0.662132768908897,0.7353046390155
"Taylor",0.07,"mu",1.44676171502488,2.29806754083013,3.51749962019215
"Taylor",0.07,"z",0.568986089287664,0.662196119165583,0.733491147061468
"Taylor",0.08,"mu",1.49912410882766,2.37508629568305,3.6244748363583
"Taylor",0.08,"z",0.570532910178374,0.662183083845633,0.732082495299711
"Taylor",0.09,"mu",1.55523835064177,2.45334567875076,3.73287187518931
"Taylor",0.09,"z",0.572111993657285,0.662093658618337,0.730600464367054
"Taylor",0.1,"mu",1.60524803755563,2.53279967811043,3.83651643989355
"Taylor",0.1,"z",0.573701722436781,0.661927813788232,0.729387817953812
"Taylor",0.11,"mu",1.66148623753366,2.61339878991254,3.94265614604286
"Taylor",0.11,"z",0.57499532485032,0.661685494348694,0.727939021933625
"Taylor",0.12,"mu",1.71878382785552,2.69509001518468,4.05933336335464
"Taylor",0.12,"z",0.575967279657916,0.66136662008153,0.726622273796788
"Taylor",0.13,"mu",1.77750252780439,2.77781686622724,4.17837084736796
"Taylor",0.13,"z",0.576721344544576,0.660971085702942,0.725601837526751
"Taylor",0.14,"mu",1.83787206662546,2.86151938288466,4.29985584535051
"Taylor",0.14,"z",0.577082416815917,0.660498761056407,0.724872073563521
"Taylor",0.15,"mu",1.88527602617859,2.9461341589471,4.42730420420606
"Taylor",0.15,"z",0.577489255178048,0.659949491353209,0.723904123446803
"Taylor",0.16,"mu",1.94049109876227,3.03159437890512,4.55291457502192
"Taylor",0.16,"z",0.577306925686434,0.659323097461515,0.723440510438001
"Taylor",0.17,"mu",2.00041434243547,3.11782986524751,4.68293919538802
"Taylor",0.17,"z",0.576885266385997,0.658619376245051,0.722885532476115
"Taylor",0.18,"mu",2.06173799521694,3.20476713645628,4.80297030551865
"Taylor",0.18,"z",0.576180001289651,0.657838100952615,0.72206885973348
"Taylor",0.19,"mu",2.1199513484155,3.29232947581674,4.9408384085913
"Taylor",0.19,"z",0.575183431723787,0.656979021659832,0.721142102535168
"Taylor",0.2,"mu",2.18036323040001,3.38043701112117,5.06897507368149
"Taylor",0.2,"z",0.574515354447444,0.656041865764689,0.720343870058747
"Taylor",0.21,"mu",2.23487630225467,3.46900680530549,5.21449005618976
"Taylor",0.21,"z",0.573560311654531,0.655026338538591,0.719605510181489
"Taylor",0.22,"mu",2.29345849030769,3.55795295801619,5.3617091173317
"Taylor",0.22,"z",0.572031720285884,0.653932123734782,0.718705242418675
"Taylor",0.23,"mu",2.35318522356633,3.64718671806313,5.50139719301627
"Taylor",0.23,"z",0.570295412368247,0.652758884256178,0.717825207718821
"Taylor",0.24,"mu",2.40999873272207,3.73661660666999,5.64386744509243
"Taylor",0.24,"z",0.569379864523703,0.651506262884758,0.717051229644912
"Taylor",0.25,"mu",2.46680460782123,3.82614855139027,5.77644742719267
"Taylor",0.25,"z",0.567657112262279,0.65017388307482,0.716297460875684
"Taylor",0.26,"mu",2.52095299109844,3.91568603051218,5.91341630935463
"Taylor",0.26,"z",0.56590799098759,0.648761349812533,0.715526038477175
"Taylor",0.27,"mu",2.58132530747263,4.00513022773058,6.05577373624836
"Taylor",0.27,"z",0.563066123005005,0.647268250544342,0.714686328112484
"Taylor",0.28,"mu",2.6363883966531,4.09438019681926,6.19625237231762
"Taylor",0.28,"z",0.560541798701939,0.645694156176884,0.713586734336009
"Taylor",0.29,"mu",2.68740360431592,4.18333303599186,6.34380565952602
"Taylor",0.29,"z",0.558393832681479,0.644038622151192,0.712563054253352
"Taylor",0.3,"mu",2.74730679875233,4.27188407159485,6.49433735730089
"Taylor",0.3,"z",0.556027877825567,0.642301189594038,0.711576470289247
"Taylor",0.31,"mu",2.80079210610431,4.35992705073213,6.6457964378615
"Taylor",0.31,"z",0.553643711556671,0.640481386549345,0.710416020083454
"Taylor",0.32,"mu",2.84680761411601,4.44735434237745,6.78284431736475
"Taylor",0.32,"z",0.551292405756371,0.638578729292677,0.709157147586343
"Taylor",0.33,"mu",2.90213238848388,4.53405714648834,6.91832577401398
"Taylor",0.33,"z",0.548724685489166,0.636592723731833,0.707809969001351
"Taylor",0.34,"mu",2.95586370226322,4.61992571059462,7.05915231265119
"Taylor",0.34,"z",0.545630381718647,0.634522866896608,0.706427963291375
"Taylor",0.35,"mu",3.00869373990285,4.70484955329443,7.19887406259332
"Taylor",0.35,"z",0.542640326859108,0.632368648520814,0.704935677598106
"Taylor",0.36,"mu",3.06080159959708,4.7887176940534,7.34089441548033
"Taylor",0.36,"z",0.539397565854206,0.630129552719585,0.703273231795045
"Taylor",0.37,"mu",3.10852687196708,4.8714188886663,7.48139516094217
"Taylor",0.37,"z",0.536469044565856,0.627805059765005,0.701123496925854
"Taylor",0.38,"mu",3.15698596259896,4.95284186970684,7.6188060412882
"Taylor",0.38,"z",0.533469606348945,0.625394647962991,0.699202366570195
"Taylor",0.39,"mu",3.20446005885867,5.03287559125981,7.74153479827804
"Taylor",0.39,"z",0.53045175604238,0.622897795634278,0.69761100033086
"Taylor",0.4,"mu",3.24699266670978,5.11140947720097,7.86065039623849
"Taylor",0.4,"z",0.527240898988091,0.620313983202226,0.69534245092747
"Taylor",0.41,"mu",3.29070914397359,5.18833367226385,7.99213839229928
"Taylor",0.41,"z",0.524090345436678,0.617642695390005,0.693081632629579
"Taylor",0.42,"mu",3.33790514398135,5.26353929510926,8.11676094946116
"Taylor",0.42,"z",0.520967010731103,0.614883423529506,0.690506522706201
"Taylor",0.43,"mu",3.37730586972647,5.3369186925935,8.24272286840657
"Taylor",0.43,"z",0.517534970895347,0.612035667984089,0.687915119891804
"Taylor",0.44,"mu",3.42129984383123,5.40836569441403,8.35371530723582
"Taylor",0.44,"z",0.514327487962549,0.609098940686999,0.685630077147612
"Taylor",0.45,"mu",3.46483271622849,5.4777758672977,8.46449638720243
"Taylor",0.45,"z",0.511015993148355,0.606072767796952,0.683003597239392
"Taylor",0.46,"mu",3.50398014608052,5.545046767887,8.57373792816232
"Taylor",0.46,"z",0.507662494666213,0.602956692472002,0.680556870150317
"Taylor",0.47,"mu",3.54214447027545,5.61007819347269,8.67262975773561
"Taylor",0.47,"z",0.503912575911321,0.5997502777624,0.677901853596373
"Taylor",0.48,"mu",3.57941163506668,5.67277242971868,8.76910117324837
"Taylor",0.48,"z",0.500443036345543,0.596453109622648,0.674660072556109
"Taylor",0.49,"mu",3.61983979493641,5.73303449452576,8.86142938359359
"Taylor",0.49,"z",0.497221185016082,0.593064800042428,0.671351743345904
"Taylor",0.5,"mu",3.65070745515687,5.79077237718533,8.94998600472948
"Taylor",0.5,"z",0.49314812502949,0.589584990295499,0.668132400622127
"Taylor",0.51,"mu",3.68384364443356,5.84589727198272,9.03252951979801
"Taylor",0.51,"z",0.48933972027982,0.586013354304973,0.664671973628113
"Taylor",0.52,"mu",3.72678845136077,5.89832380542186,9.12503359847658
"Taylor",0.52,"z",0.48481012512083,0.582349602122713,0.661269078101825
"Taylor",0.53,"mu",3.7585667987409,5.94797025625904,9.1850795792445
"Taylor",0.53,"z",0.4806611181307,0.57859348351975,0.657314998516856
"Taylor",0.54,"mu",3.78459168899103,5.99475876755294,9.25322782630878
"Taylor",0.54,"z",0.476794023100714,0.574744791683853,0.653545860400095
"Taylor",0.55,"mu",3.81529905381996,6.0386155499618,9.32691722069656
"Taylor",0.55,"z",0.47207043150315,0.570803367019407,0.649664708173408
"Taylor",0.56,"mu",3.8431898837273,6.07947107554516,9.38488579676946
"Taylor",0.56,"z",0.468123722525591,0.566769101043831,0.645299967108591
"Taylor",0.57,"mu",3.86411121743622,6.11726026135824,9.42486556010269
"Taylor",0.57,"z",0.46404279287015,0.562641940373714,0.641058912739318
"Taylor",0.58,"mu",3.89005289402883,6.15192264216055,9.47290711717733
"Taylor",0.58,"z",0.459882089298453,0.558421890792754,0.636445032858852
"Taylor",0.59,"mu",3.91127798359193,6.18340253159761,9.51117990289105
"Taylor",0.59,"z",0.455818405971364,0.554109021392447,0.632024998338257
"Taylor",0.6,"mu",3.9342875671806,6.21164917125433,9.55053589577535
"Taylor",0.6,"z",0.451396573780144,0.549703468775231,0.627474240991339
"Taylor",0.61,"mu",3.95682017285881,6.23661686702181,9.57416688850253
"Taylor",0.61,"z",0.446639673700741,0.545205441308572,0.622656134721016
"Taylor",0.62,"mu",3.97796608726214,6.25826511226466,9.59347347655437
"Taylor",0.62,"z",0.443053711831145,0.540615223417135,0.617715047715227
"Taylor",0.63,"mu",4.0006227238857,6.27655869732439,9.60116241351891
"Taylor",0.63,"z",0.437389727310665,0.535933179898875,0.612428362093997
"Taylor",0.64,"mu",4.00906687572756,6.29146780494427,9.5999394268854
"Taylor",0.64,"z",0.432145554769354,0.53115976024947,0.607283691998637
"Taylor",0.65,"mu",4.02571165647365,6.30296809125383,9.60411320993537
"Taylor",0.65,"z",0.426803848331537,0.526295502978168,0.601883701861703
"Taylor",0.66,"mu",4.03091202537383,6.31104075200508,9.59564749964417
"Taylor",0.66,"z",0.42177008037423,0.521341039896669,0.596757344849529
"Taylor",0.67,"mu",4.0463940278256,6.31567257380818,9.58968499440602
"Taylor",0.67,"z",0.417017154899655,0.516297100361289,0.591361640460884
"Taylor",0.68,"mu",4.05672385476488,6.31685597017118,9.57542379902022
"Taylor",0.68,"z",0.411760599981003,0.511164515447255,0.586249538079729
"Taylor",0.69,"mu",4.06273906448196,6.31458900220613,9.54851755288961
"Taylor",0.69,"z",0.406269712178532,0.50594422203261,0.581110679489797
"Taylor",0.7,"mu",4.06514592102215,6.30887538392268,9.52384029965627
"Taylor",0.7,"z",0.399590200246938,0.500637266767913,0.575628796307015
"Taylor",0.71,"mu",4.07536215656828,6.29972447208866,9.49716166784146
"Taylor",0.71,"z",0.392865017604388,0.495244809906638,0.57032088387451
"Taylor",0.72,"mu",4.07578111721871,6.28715124069664,9.44126298822234
"Taylor",0.72,"z",0.386360716764622,0.489768128970053,0.564732487345472
"Taylor",0.73,"mu",4.07067676785913,6.27117624013382,9.39254082241377
"Taylor",0.73,"z",0.379942028576726,0.484208622219234,0.559157489121155
"Taylor",0.74,"mu",4.06347406142393,6.25182554121114,9.35039495622466
"Taylor",0.74,"z",0.374364063167893,0.478567811905985,0.553178196120505
"Taylor",0.75,"mu",4.05823942524194,6.22913066426512,9.30647677645831
"Taylor",0.75,"z",0.36752666612609,0.47284734727359,0.547506549774467
"Taylor",0.76,"mu",4.04977346959287,6.20312849360203,9.23967567867885
"Taylor",0.76,"z",0.360650211045925,0.467049007277724,0.54221666250334
"Taylor",0.77,"mu",4.02898842753075,6.1738611776097,9.18689040405808
"Taylor",0.77,"z",0.354145126684023,0.461174702997367,0.536589255657322
"Taylor",0.78,"mu",4.0095721302571,6.14137601491552,9.12321500246971
"Taylor",0.78,"z",0.347162327668618,0.455226479705386,0.531395988177122
"Taylor",0.79,"mu",3.99577291137148,6.10572532702093,9.04533089630703
"Taylor",0.79,"z",0.340953990175976,0.449206518568394,0.526294429401789
"Taylor",0.8,"mu",3.97365581751722,6.06696631789256,8.97951709660442
"Taylor",0.8,"z",0.33383606985559,0.44311713794579,0.52042384488202
"Taylor",0.81,"mu",3.94836695902159,6.02516092103729,8.92280463675412
"Taylor",0.81,"z",0.327172701037745,0.436960794258397,0.515354282583352
"Taylor",0.82,"mu",3.92181753091109,5.98037563463345,8.84618761627429
"Taylor",0.82,"z",0.319656751131944,0.430740082397929,0.510119344602651
"Taylor",0.83,"mu",3.88401378723208,5.9326813453322,8.77761239597281
"Taylor",0.83,"z",0.31151370922613,0.424457735649674,0.504780256520402
"Taylor",0.84,"mu",3.86395100490487,5.88215314138249,8.71046280836834
"Taylor",0.84,"z",0.304594125464797,0.418116625102204,0.499665125131932
"Taylor",0.85,"mu",3.83256872440174,5.82887011576879,8.64641632890145
"Taylor",0.85,"z",0.297416313966818,0.411719758519723,0.494397878783101
"Taylor",0.86,"mu",3.80596192128475,5.77291516008341,8.57603837621981
"Taylor",0.86,"z",0.288324084243379,0.405270278654797,0.489740832861797
"Taylor",0.87,"mu",3.76239452944009,5.7143747498849,8.49794894534879
"Taylor",0.87,"z",0.280389653205115,0.398771460981672,0.484466535698653
"Taylor",0.88,"mu",3.71446227159222,5.65333872231937,8.41586306423651
"Taylor",0.88,"z",0.272204204095461,0.392226710833196,0.479552963668549
"Taylor",0.89,"mu",3.66216638310978,5.58990004680402,8.31317903838727
"Taylor",0.89,"z",0.263669561225916,0.385639559927519,0.474629294670478
"Taylor",0.9,"mu",3.59600427353991,5.52415458959068,8.20839020200501
"Taylor",0.9,"z",0.255741335618307,0.379013662274221,0.469519829152589
"Taylor",0.91,"mu",3.53914932738382,5.45620087304174,8.13417912468298
"Taylor",0.91,"z",0.247385746484483,0.372352789453299,0.464878530244009
"Taylor",0.92,"mu",3.48397049078606,5.38613983046198,8.04568976883055
"Taylor",0.92,"z",0.23944050413279,0.365660825264503,0.460526496806489
"Taylor",0.93,"mu",3.42296939181061,5.31407455733693,7.94851284149658
"Taylor",0.93,"z",0.231145196427738,0.35894175974889,0.455548225728574
"Taylor",0.94,"mu",3.36056466187681,5.2401100598319,7.85856426538865
"Taylor",0.94,"z",0.223364600233532,0.352199682588943,0.450836798405779
"Taylor",0.95,"mu",3.30032691611488,5.16435300140534,7.78906480054778
"Taylor",0.95,"z",0.214808523788341,0.345438775898448,0.445967333466848
"Taylor",0.96,"mu",3.23613307324097,5.08691144838626,7.70576236194769
"Taylor",0.96,"z",0.20620629787871,0.338663306418112,0.441083368637768
"Taylor",0.97,"mu",3.17170089185539,5.00789461535787,7.62365186384807
"Taylor",0.97,"z",0.198133688256313,0.331877617137978,0.437041370179461
"Taylor",0.98,"mu",3.11187749927722,4.92741261117808,7.55188973830396
"Taylor",0.98,"z",0.19002463964638,0.325086118372656,0.43318654406887
"Taylor",0.99,"mu",3.03974174854309,4.84557618645327,7.47565116317275
"Taylor",0.99,"z",0.18213036583976,0.318293278320439,0.429240287357782
"Taylor",1,"mu",2.96829592087969,4.76249648326343,7.38218182374193
"Taylor",1,"z",0.174629247666052,0.311503613142299,0.425377174253309
